Eigenvalue(e   Real(S_x)   Imag(S_x)    Abs(S_x)   Real(S_y)   Imag(S_y)    Abs(S_y)   Real(S_z)   Imag(S_z)    Abs(S_z)
   15.980584    0.000001   -0.000001    0.000001    0.001706   -0.000838    0.001901    0.000010   -0.000028    0.000030
   15.980589   -0.000989   -0.000705    0.001215   -0.000000   -0.000000    0.000000   -0.000004   -0.000003    0.000004
   15.980759   -0.000037   -0.000063    0.000073    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   15.980768   -0.000036   -0.000026    0.000044    0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   15.981610   -0.142542    1.173405    1.182031    0.000003   -0.000035    0.000035    0.000014   -0.000127    0.000128
   15.981618    0.000033   -0.000124    0.000129    0.008056   -0.005597    0.009809    0.294952   -1.141280    1.178778
   15.981624    0.000032   -0.000013    0.000035    1.065238   -0.505135    1.178937   -0.003969    0.008953    0.009793
   15.987741    0.000035   -0.000003    0.000035   -0.000002   -0.000001    0.000002    0.000000    0.000000    0.000000
   15.987749    0.000003    0.000050    0.000051   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   15.988243   -0.000000   -0.000000    0.000000   -0.000027    0.000014    0.000030   -0.000035    0.000066    0.000075
   15.988244    0.000017   -0.000016    0.000024    0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   15.988248    0.000000   -0.000000    0.000000   -0.000063    0.000040    0.000075    0.000012   -0.000028    0.000030
   15.990151    0.000022    0.000008    0.000024   -0.000003    0.000009    0.000010    0.000000   -0.000000    0.000000
   15.992521    0.000005    0.000013    0.000014    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   15.992523    0.000000    0.000000    0.000000    0.000004    0.000035    0.000035   -0.000015   -0.000022    0.000027
   15.992525   -0.000000    0.000000    0.000000    0.000023   -0.000004    0.000024    0.000023   -0.000017    0.000028
   15.992880   -0.000004    0.000006    0.000007   -0.439784    0.274082    0.518199    0.036859   -0.116561    0.122250
   15.992885    0.000010   -0.000033    0.000034   -0.103925    0.064516    0.122322   -0.157055    0.493705    0.518084
   15.992892    0.256366   -0.467228    0.532941    0.000002    0.000001    0.000002    0.000017   -0.000030    0.000035
   15.993076    0.000362    0.000074    0.000370   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   15.993082    0.000000   -0.000000    0.000000    0.000266    0.000514    0.000578    0.002452    0.000923    0.002620
   15.993085    0.000000    0.000000    0.000000    0.001669    0.001886    0.002518   -0.000550   -0.000062    0.000553
   16.004398    0.000000    0.000000    0.000000   -0.000306    0.002543    0.002562   -0.000108   -0.000167    0.000199
   16.004406   -0.000000   -0.000000    0.000000   -0.000017    0.000152    0.000153    0.000986    0.001658    0.001929
   16.004423   -0.000142   -0.000296    0.000329    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   16.006390   -0.000032    0.000026    0.000041   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   16.006391    0.000000    0.000000    0.000000    0.000003   -0.000033    0.000033   -0.000039   -0.000073    0.000083
   16.006422   -0.000000   -0.000000    0.000000   -0.000003   -0.000082    0.000082    0.000020    0.000027    0.000033
   16.010204   -0.000005    0.000020    0.000021   -0.001929    0.001516    0.002453    0.043570   -0.150384    0.156568
   16.010208    0.040882    0.154417    0.159737    0.000001    0.000001    0.000001    0.000005    0.000020    0.000020
   16.010215    0.000001   -0.000000    0.000001   -0.126454    0.092918    0.156922   -0.000767    0.002381    0.002501
   16.013303    0.000059    0.000014    0.000061   -0.000001   -0.000000    0.000001    0.000000    0.000000    0.000000
   16.013314   -0.000034   -0.000001    0.000034    0.000000    0.000001    0.000001   -0.000000   -0.000000    0.000000
   16.016384    0.000000    0.000000    0.000000    0.000013    0.000000    0.000013   -0.000005    0.000003    0.000006
   16.016387   -0.000028    0.000013    0.000031   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   16.016411   -0.000000    0.000000    0.000000   -0.000004    0.000005    0.000006   -0.000003    0.000013    0.000013
   16.017691   -0.000005   -0.000019    0.000019   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   16.017694    0.000015   -0.000010    0.000018   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   16.018515   -0.000000   -0.000000    0.000000   -0.000014   -0.000004    0.000015    0.000009   -0.000003    0.000010
   16.018518    0.000022    0.000080    0.000083    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   16.018539    0.000000   -0.000000    0.000000    0.000006    0.000008    0.000010    0.000014    0.000005    0.000015
   16.023172    0.000010    0.000003    0.000010    0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   16.023193   -0.000014   -0.000007    0.000016   -0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   16.023251    0.000010   -0.000001    0.000010    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   16.026043    0.000010    0.000011    0.000015    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   16.031035   -0.000000   -0.000000    0.000000    0.000001    0.000001    0.000001   -0.000001   -0.000001    0.000001
   16.031047    0.000004    0.000001    0.000004   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   16.031047   -0.000000    0.000000    0.000000    0.000000    0.000001    0.000001    0.000001    0.000001    0.000001
   16.031868    0.000000   -0.000000    0.000000    0.000132    0.000004    0.000132   -0.002177    0.001878    0.002875
   16.031875    0.000000    0.000000    0.000000    0.002848   -0.000072    0.002849    0.000145   -0.000140    0.000201
   16.031910    0.000070    0.000020    0.000073   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   16.040539    0.000001   -0.000004    0.000004   -0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   16.040563   -0.000003   -0.000006    0.000007   -0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   16.045305    0.000077   -0.000060    0.000098    0.000001   -0.000001    0.000001   -0.000000    0.000000    0.000000
   16.045640   -0.000058   -0.000001    0.000058   -0.001463   -0.000255    0.001485    0.306899    0.003046    0.306914
   16.045645   -0.275099   -0.134696    0.306305   -0.000006   -0.000003    0.000006   -0.000052   -0.000026    0.000058
   16.045647    0.000006    0.000002    0.000006   -0.298479   -0.071417    0.306904   -0.001480   -0.000105    0.001484
   16.047758   -0.000000    0.000000    0.000000   -0.000004    0.000000    0.000004   -0.000015    0.000012    0.000019
   16.047771   -0.000000   -0.000000    0.000000   -0.000019   -0.000000    0.000019    0.000003   -0.000002    0.000004
   16.047778    0.000002   -0.000004    0.000005   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   16.048499   -0.000000    0.000000    0.000000   -0.002141    0.001233    0.002470    0.000037   -0.000102    0.000109
   16.048503    0.000000   -0.000000    0.000000   -0.000086    0.000040    0.000095   -0.000872    0.001793    0.001994
   16.048506   -0.000380   -0.000296    0.000482    0.000000    0.000000    0.000000    0.000001    0.000000    0.000001
   16.048888   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   16.048901    0.000000    0.000000    0.000000    0.000013    0.000007    0.000015    0.000038   -0.000004    0.000039
   16.048909   -0.000000    0.000000    0.000000    0.000036    0.000012    0.000038   -0.000014    0.000004    0.000015
   16.050213    0.000005    0.000007    0.000008   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   16.053702    0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   16.057065   -0.000011   -0.000011    0.000015    0.000003    0.000002    0.000003   -0.000000   -0.000000    0.000000
   16.057069   -0.000011   -0.000012    0.000016    0.000001    0.000001    0.000001    0.000000    0.000000    0.000000
   16.058297   -0.000001   -0.000000    0.000001    0.001491    0.001806    0.002342   -0.001002   -0.000268    0.001037
   16.058298    0.000001    0.000000    0.000001    0.001110    0.001313    0.001719    0.001263    0.000342    0.001309
   16.058311    0.000001   -0.000056    0.000056    0.000000    0.000000    0.000000    0.000000   -0.000002    0.000002
   16.059197    0.275633    0.453248    0.530479    0.000018    0.000032    0.000036   -0.000027   -0.000044    0.000052
   16.059202    0.000015    0.000034    0.000037   -0.195733   -0.490018    0.527664    0.003632    0.002145    0.004218
   16.059213   -0.000045   -0.000024    0.000052   -0.001725   -0.003880    0.004246   -0.464591   -0.250382    0.527765
   16.061894   -0.000005   -0.000002    0.000005   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   16.061897   -0.000000    0.000000    0.000000    0.000004    0.000003    0.000005    0.000002    0.000000    0.000002
   16.061899   -0.000000   -0.000000    0.000000   -0.000001    0.000002    0.000002   -0.000002   -0.000005    0.000006
   16.062940   -0.000001   -0.000002    0.000002    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   16.062945   -0.000004   -0.000009    0.000010   -0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   16.065445    0.000002    0.000001    0.000002    0.516773    0.032227    0.517777   -0.001845    0.000224    0.001858
   16.065454   -0.004575    0.004054    0.006113    0.001643   -0.000945    0.001895    0.390747   -0.339895    0.517892
   16.065454   -0.348444   -0.381150    0.516419   -0.000009   -0.000018    0.000021   -0.004094   -0.004563    0.006130
   16.073357    0.000014    0.000027    0.000031    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   16.073358   -0.000000   -0.000000    0.000000   -0.000047   -0.000022    0.000051    0.000028   -0.000003    0.000028
   16.073365    0.000000   -0.000000    0.000000    0.000024    0.000016    0.000028    0.000051    0.000002    0.000052
   16.074188    0.000000    0.000000    0.000000   -0.000010    0.000003    0.000011   -0.000017    0.000020    0.000027
   16.074188   -0.000000    0.000000    0.000000   -0.000025    0.000010    0.000027    0.000006   -0.000009    0.000011
   16.074191    0.000002   -0.000002    0.000002   -0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   16.075295   -0.000009   -0.000005    0.000010   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   16.075297    0.000001    0.000009    0.000009    0.000000    0.000001    0.000001    0.000000    0.000000    0.000000
   16.075303   -0.000005    0.000001    0.000005    0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   16.082662   -0.000001   -0.000001    0.000001   -0.000034   -0.000168    0.000172    0.001979    0.001578    0.002531
   16.082665    0.000000    0.000000    0.000000   -0.000208   -0.001081    0.001101   -0.000537   -0.000432    0.000690
   16.082675    0.000549    0.000293    0.000622   -0.000000   -0.000000    0.000000    0.000001    0.000001    0.000001
   16.087505    0.000002   -0.000013    0.000013    0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   16.087508   -0.000000    0.000000    0.000000   -0.000035   -0.000016    0.000038   -0.000216    0.000018    0.000216
   16.087509   -0.000000   -0.000000    0.000000   -0.000159   -0.000144    0.000214    0.000032    0.000009    0.000033
   16.088194    0.000002   -0.000001    0.000002    0.742551   -0.465837    0.876576   -0.011565    0.021139    0.024096
   16.088200   -0.000015    0.000095    0.000097    0.015128   -0.018719    0.024068    0.148257   -0.863804    0.876435
   16.088206    0.568527    0.667060    0.876466   -0.000001    0.000001    0.000001    0.000062    0.000074    0.000097
   16.097770    0.000001    0.000001    0.000001   -0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   16.097777   -0.000001   -0.000001    0.000001    0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   16.098038    0.000000   -0.000000    0.000000    0.001209   -0.000305    0.001247   -0.000035    0.000046    0.000058
   16.098041   -0.000000    0.000000    0.000001    0.000068   -0.000015    0.000069    0.000958   -0.001222    0.001553
   16.098061    0.000029   -0.000185    0.000187   -0.000000    0.000000    0.000000    0.000000   -0.000001    0.000001
   16.098301    0.000019    0.000004    0.000019   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   16.098814    0.000000    0.000000    0.000000    0.000003    0.000007    0.000008   -0.000003   -0.000002    0.000004
   16.098814   -0.000000   -0.000000    0.000000   -0.000001   -0.000004    0.000004   -0.000006   -0.000005    0.000008
   16.098818   -0.000013    0.000013    0.000018    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   16.101542    0.000015    0.000006    0.000016   -0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   16.101549    0.000000   -0.000000    0.000000    0.000005   -0.000005    0.000007   -0.000006    0.000015    0.000016
   16.101550   -0.000000    0.000000    0.000000   -0.000013    0.000009    0.000016   -0.000004    0.000006    0.000007
